,gamma,network_size,norm_sum_power
0,0.097,310,0.7082172978957466
0,0.097,330,0.7093739824144669
0,0.097,330,0.6916620616379731
0,0.097,330,0.6755404639616011
0,0.097,330,0.6605724605399308
0,0.097,330,0.6775932376651879
0,0.098,150,0.7380340422254873
0,0.098,150,0.7341329354156597
0,0.098,150,0.7654756276671452
0,0.098,150,0.7348336802556897
0,0.098,150,0.7597401008947108
0,0.098,170,0.7244062655553257
0,0.098,170,0.742464233586083
0,0.098,170,0.7016067841589273
0,0.098,170,0.7178319458516939
0,0.098,170,0.7453265059810952
0,0.098,190,0.7142534806333038
0,0.098,190,0.742034376335974
0,0.098,190,0.7401587741384589
0,0.098,190,0.7529674448315957
0,0.098,190,0.7650828717834375
0,0.098,210,0.725764418924216
0,0.098,210,0.7585202709174607
0,0.098,210,0.7350362567202314
0,0.098,210,0.7290105931653903
0,0.098,210,0.7480980611826981
0,0.098,230,0.7424676212636467
0,0.098,230,0.7450471450280413
0,0.098,230,0.7429929896964065
0,0.098,230,0.7378545806066859
0,0.098,230,0.707154334280842
0,0.098,250,0.7608103792887487
0,0.098,250,0.7431298969884008
0,0.098,250,0.781481451482284
0,0.098,250,0.7491772896710658
0,0.098,250,0.7818585211709237
0,0.098,270,0.762333056988453
0,0.098,270,0.777635590338289
0,0.098,270,0.7364303711557415
0,0.098,270,0.7646922289809418
0,0.098,270,0.7693162084512947
0,0.098,290,0.758977230145512
0,0.098,290,0.7608786409867551
0,0.098,290,0.78075270889877
0,0.098,290,0.7500740866416783
0,0.098,290,0.7473829230046709
0,0.098,310,0.7923807000037711
0,0.098,310,0.7670834781350169
0,0.098,310,0.8098883516874326
0,0.098,310,0.764465304833428
0,0.098,310,0.7466789252386995
0,0.098,330,0.7774474705082838
0,0.098,330,0.7357855667952734
0,0.098,330,0.772472448055013
0,0.098,330,0.7689133281287056
0,0.098,330,0.794446864086543
0,0.099,150,0.773214763110988
0,0.099,150,0.8372047932668105
0,0.099,150,0.8415662798900407
0,0.099,150,0.807847691321047
0,0.099,150,0.8475234735767344
0,0.099,170,0.8533319944545047
0,0.099,170,0.8400608558423253
0,0.099,170,0.8358997780696312
0,0.099,170,0.8379843151146342
0,0.099,170,0.8160811996270555
0,0.099,190,0.8298022311388318
0,0.099,190,0.852693761838975
0,0.099,190,0.8242502294793285
0,0.099,190,0.8272731226782806
0,0.099,190,0.8574624369630077
0,0.099,210,0.8435537885221365
0,0.099,210,0.8331463597066635
0,0.099,210,0.8642739520811328
0,0.099,210,0.8327186307509477
0,0.099,210,0.8599525281843147
0,0.099,230,0.8491039353351192
0,0.099,230,0.8421965931995544
0,0.099,230,0.851201317817926
0,0.099,230,0.8461833938879286
0,0.099,230,0.8477501580361424
0,0.099,250,0.8312131999224388
0,0.099,250,0.8379882171804266
0,0.099,250,0.8364716901659879
0,0.099,250,0.8873640018036223
0,0.099,250,0.8189228357263888
0,0.099,270,0.8333535714040646
0,0.099,270,0.8351073975645801
0,0.099,270,0.8278813022379041
0,0.099,270,0.8254589866585494
0,0.099,270,0.8269862503722714
0,0.099,290,0.8183937591277858
0,0.099,290,0.8350650161975528
0,0.099,290,0.8540226014282886
0,0.099,290,0.8317998780417781
0,0.099,290,0.8408446111416316
0,0.099,310,0.8441843719776971
0,0.099,310,0.8525144273431279
0,0.099,310,0.8426966622920329
0,0.099,310,0.8455890113684462
0,0.099,310,0.8361065785437776
0,0.099,330,0.8510571213059777
0,0.099,330,0.8553832635705712
0,0.099,330,0.8429910526810743
0,0.099,330,0.8586974813741115
0,0.099,330,0.8523844754280655
0,0.1,150,0.9124795471415893
0,0.1,150,0.8860341660949655
0,0.1,150,0.9064415366154358
0,0.1,150,0.8995968310630756
0,0.1,150,0.9010188210706069
0,0.1,170,0.9416191920675478
0,0.1,170,0.9092414002145388
0,0.1,170,0.8695017089540635
0,0.1,170,0.9543217332484178
0,0.1,170,0.8902886569523036
0,0.1,190,0.9513933336576865
0,0.1,190,0.9178740748841157
0,0.1,190,0.9330715132191055
0,0.1,190,0.920191029336822
0,0.1,190,0.9125758847507757
0,0.1,210,0.9427952142448989
0,0.1,210,0.9418203174264758
0,0.1,210,0.9373348406293566
0,0.1,210,0.9419839149539134
0,0.1,210,0.8901111185300913
0,0.1,230,0.9392955990741052
0,0.1,230,0.9169252439273955
0,0.1,230,0.9328376128195806
0,0.1,230,0.9313723530891685
0,0.1,230,0.9214214592794641
0,0.1,250,0.9201870582902286
0,0.1,250,0.9397172695304513
0,0.1,250,0.9331840306867372
0,0.1,250,0.9612957950047682
0,0.1,250,0.9250637204069445
0,0.1,270,0.9692786658991268
0,0.1,270,0.9389686529404745
0,0.1,270,0.933687302814508
0,0.1,270,0.9450055637393184
0,0.1,270,0.9707923837596747
0,0.1,290,0.9349998674392416
0,0.1,290,0.9435644626108544
0,0.1,290,0.9395190282796462
0,0.1,290,0.9384291153530391
0,0.1,290,0.9356976913420451
0,0.1,310,0.9261295867883563
0,0.1,310,0.9554967450824312
0,0.1,310,0.9302314617413895
0,0.1,310,0.9437221602217689
0,0.1,310,0.9441963713541511
0,0.1,330,0.9420443785232215
0,0.1,330,0.9401633088610325
0,0.1,330,0.9552326711671887
0,0.1,330,0.9342750532788163
0,0.1,330,0.9561682851192312

